out_source_1 X,out_source_1 Y
0,0.6
1e-09,0.6025679988355132
2e-09,0.6074561899893632
3e-09,0.6137748319118339
4e-09,0.6218521943567367
5e-09,0.6316421172413752
6e-09,0.6429753159577313
7e-09,0.6556454687334828
8e-09,0.6694390324146324
9.000000000000001e-09,0.6841454373742684
1e-08,0.6995605653387711
1.1e-08,0.715544594753951
1.2e-08,0.7319233570997348
1.3e-08,0.7485169033239631
1.4e-08,0.7651494375883787
1.500000000000001e-08,0.7816528381661794
1.6e-08,0.7958411493972882
1.7e-08,0.8070581089367785
1.8e-08,0.8151640515491635
1.9e-08,0.8201877772980206
2e-08,0.8222079840364771
2.1e-08,0.8242970573044934
2.2e-08,0.8272882276706522
2.3e-08,0.8312641981366771
2.4e-08,0.8360699665334556
2.5e-08,0.8414886360829887
2.599999999999999e-08,0.8458869330169637
2.699999999999999e-08,0.8487090195269745
2.799999999999999e-08,0.8497751134352056
2.899999999999999e-08,0.8490393698689549
2.999999999999999e-08,0.8465063722820758
3.099999999999999e-08,0.8429486538805517
3.2e-08,0.838590773442794
3.3e-08,0.833479007691485
3.4e-08,0.8276083487440576
3.5e-08,0.8209656674828478
3.6e-08,0.8164607431917549
3.700000000000001e-08,0.8148260520724812
3.800000000000001e-08,0.81607595301073
3.900000000000001e-08,0.8200076115488923
4.000000000000001e-08,0.8263711034678118
4.100000000000002e-08,0.8307169952686377
4.200000000000002e-08,0.8317779756168726
4.300000000000002e-08,0.829368107887307
4.400000000000002e-08,0.8236585424069044
4.500000000000003e-08,0.8149285938632184
4.600000000000003e-08,0.8004693198608203
4.700000000000003e-08,0.7798254360285838
4.800000000000003e-08,0.7532806110487099
4.900000000000004e-08,0.7213375186569677
5.000000000000004e-08,0.6845412189964928
5.100000000000004e-08,0.650435858046283
5.200000000000004e-08,0.6212706733488866
5.300000000000004e-08,0.5975035578094119
5.400000000000005e-08,0.5790073621387339
5.500000000000005e-08,0.5654829019298155
5.600000000000005e-08,0.5545351284648549
5.700000000000005e-08,0.5453286259275912
5.800000000000006e-08,0.5375688383228323
5.900000000000006e-08,0.5311493857320586
6.000000000000006e-08,0.5260295900025139
6.100000000000006e-08,0.519702956083094
6.200000000000005e-08,0.5115370388538953
