out_source_2 X,out_source_2 Y
0,0.6
1e-09,0.6006889752973328
2e-09,0.6020462710590532
3e-09,0.6038366505533975
4e-09,0.6061873122050601
5e-09,0.6091205920266113
6e-09,0.6126217180378292
7e-09,0.6166615962177391
8e-09,0.6212046731215684
9.000000000000001e-09,0.6262117314546516
1e-08,0.631640992031949
1.1e-08,0.6374635103216726
1.2e-08,0.6436384529558266
1.3e-08,0.6501202018851008
1.4e-08,0.6568609313463116
1.500000000000001e-08,0.6638116663199021
1.6e-08,0.6703912048137843
1.7e-08,0.6763841640094803
1.8e-08,0.681697990451151
1.9e-08,0.6862814738749414
2e-08,0.6900975501203496
2.1e-08,0.6938968304059278
2.2e-08,0.6978935384736095
2.3e-08,0.7021228585748599
2.4e-08,0.7065612222405181
2.5e-08,0.7111668925423992
2.599999999999999e-08,0.7155228688173851
2.699999999999999e-08,0.7194678768368866
2.799999999999999e-08,0.7229283419690464
2.899999999999999e-08,0.7258620093052462
2.999999999999999e-08,0.7282390824811297
3.099999999999999e-08,0.7302317094783202
3.2e-08,0.7318814142217552
3.3e-08,0.7331880470784372
3.4e-08,0.7341397176250666
3.5e-08,0.7347228723235806
3.6e-08,0.7356907494838772
3.700000000000001e-08,0.737272669163564
3.800000000000001e-08,0.7395245322309576
3.900000000000001e-08,0.7424465931169738
4.000000000000001e-08,0.7460229835131071
4.100000000000002e-08,0.7491310611704184
4.200000000000002e-08,0.7514096466427475
4.300000000000002e-08,0.7527551753805586
4.400000000000002e-08,0.7531522212530891
4.500000000000003e-08,0.7526164161597688
4.600000000000003e-08,0.7503852265616884
4.700000000000003e-08,0.7462451368901103
4.800000000000003e-08,0.7401677717292925
4.900000000000004e-08,0.7321874468560885
5.000000000000004e-08,0.7223598770483494
5.100000000000004e-08,0.7125881667023227
5.200000000000004e-08,0.7035110738173412
5.300000000000004e-08,0.6953433658941822
5.400000000000005e-08,0.6881581606551425
5.500000000000005e-08,0.6819816805192981
5.600000000000005e-08,0.6762838041963286
5.700000000000005e-08,0.6709023062379307
5.800000000000006e-08,0.6657985729843549
5.900000000000006e-08,0.660975348342361
6.000000000000006e-08,0.6564489561428688
6.100000000000006e-08,0.651587081156095
6.200000000000005e-08,0.6462076855679221
6.300000000000005e-08,0.6402790508117706
6.400000000000004e-08,0.6338188589508202
6.500000000000004e-08,0.6268601951719461
6.600000000000004e-08,0.619912768162295
6.700000000000003e-08,0.6131608127293899
6.800000000000003e-08,0.6066780806567968
6.900000000000002e-08,0.6005000776387054
7.000000000000002e-08,0.5946483213841077
7.100000000000001e-08,0.5886563436951
7.200000000000001e-08,0.5823865234695027
7.300000000000001e-08,0.5758103493011788
7.4e-08,0.5689345727258036
7.5e-08,0.5617764146898905
7.599999999999999e-08,0.5551253853337393
7.699999999999999e-08,0.5492401860963633
7.799999999999998e-08,0.5442003039143221
7.899999999999998e-08,0.5400242567772423
7.999999999999998e-08,0.536709400190283
8.099999999999997e-08,0.5336480987076764
8.199999999999997e-08,0.5306408166943092
8.299999999999996e-08,0.5276243728632309
8.399999999999996e-08,0.5245806669130605
8.499999999999995e-08,0.5215060767696578
8.599999999999995e-08,0.5188152686673674
8.699999999999995e-08,0.5166387685160508
8.799999999999994e-08,0.5150113984412228
8.899999999999994e-08,0.513935693851778
8.999999999999993e-08,0.5134032896388424
9.099999999999993e-08,0.5132089955717698
9.199999999999992e-08,0.5132794785426033
9.299999999999992e-08,0.513585743968447
9.399999999999992e-08,0.5141137658189794
9.499999999999991e-08,0.5148546582768418
9.599999999999991e-08,0.5156963836363958
9.69999999999999e-08,0.5166000255474308
9.79999999999999e-08,0.5175513868705404
9.899999999999989e-08,0.5185447365683883
9.999999999999989e-08,0.5195773566298549
1.009999999999999e-07,0.5209614142468351
1.019999999999999e-07,0.5227936486953813
1.029999999999999e-07,0.5250987245618343
1.039999999999999e-07,0.5278773997520471
1.049999999999999e-07,0.5311226885142433
1.059999999999999e-07,0.5339062859158327
1.069999999999999e-07,0.535932050162332
1.079999999999999e-07,0.5371159634013173
1.089999999999999e-07,0.5374448899658806
1.099999999999998e-07,0.5369290540881997
1.109999999999998e-07,0.5378047813796497
1.119999999999998e-07,0.5407826335351847
1.129999999999998e-07,0.5460610000880215
1.139999999999998e-07,0.5536667554128635
1.149999999999998e-07,0.5635696955894858
1.159999999999998e-07,0.5735701088879231
1.169999999999998e-07,0.5829433148965835
1.179999999999998e-07,0.5914595308863008
1.189999999999998e-07,0.5990543414762243
1.199999999999998e-07,0.6057178861336484
1.209999999999998e-07,0.6121135505370804
1.219999999999998e-07,0.618457784403848
1.229999999999998e-07,0.6248160836223425
1.239999999999998e-07,0.631202470290063
1.249999999999998e-07,0.6376129221258159
1.259999999999998e-07,0.6436350674839267
1.269999999999998e-07,0.6491299724127139
1.279999999999998e-07,0.654049650740693
1.289999999999998e-07,0.6583757437701349
1.299999999999998e-07,0.662098942583879
1.309999999999998e-07,0.6661101048564911
1.319999999999998e-07,0.6706817223029425
1.329999999999997e-07,0.6758782104001351
1.339999999999997e-07,0.6816938938146834
1.349999999999997e-07,0.6880994596241243
1.359999999999997e-07,0.6941353317201657
1.369999999999997e-07,0.6994743817998007
1.379999999999997e-07,0.7040017003210405
1.389999999999997e-07,0.7076734370805897
1.399999999999997e-07,0.7104694619562943
1.409999999999997e-07,0.7127015959740424
1.419999999999997e-07,0.7144612969570014
1.429999999999997e-07,0.7157663382377288
1.439999999999997e-07,0.7166102390337236
1.449999999999997e-07,0.7169790034033781
1.459999999999997e-07,0.7175550680851266
1.469999999999997e-07,0.7185404284667523
1.479999999999997e-07,0.7199769926802126
1.489999999999997e-07,0.7218543784924832
1.499999999999997e-07,0.724146250235444
1.509999999999997e-07,0.7257179210424566
1.519999999999997e-07,0.7261959013627622
1.529999999999997e-07,0.7254638043809163
1.539999999999997e-07,0.7234929715731848
1.549999999999997e-07,0.7202856116079418
1.559999999999996e-07,0.7161903877462891
1.569999999999996e-07,0.711331030209591
1.579999999999996e-07,0.7057573996178919
1.589999999999996e-07,0.6994962964013444
1.599999999999996e-07,0.6925685549075503
1.609999999999996e-07,0.6850596609765491
1.619999999999996e-07,0.6770121347207431
1.629999999999996e-07,0.6684558382428468
1.639999999999996e-07,0.6594181226566604
1.649999999999996e-07,0.6499271840540928
1.659999999999996e-07,0.6403334587501441
1.669999999999996e-07,0.6307690030180488
1.679999999999996e-07,0.6212940996601163
1.689999999999996e-07,0.6119464311687628
1.699999999999996e-07,0.6027574870746725
1.709999999999996e-07,0.5933646913590053
1.719999999999996e-07,0.5836770867937953
1.729999999999996e-07,0.5736957596735699
1.739999999999996e-07,0.563453316304436
1.749999999999996e-07,0.5529933739172059
1.759999999999996e-07,0.5428762523101843
1.769999999999996e-07,0.5333106254974297
1.779999999999996e-07,0.5243871612674903
1.789999999999996e-07,0.5161568760286506
1.799999999999995e-07,0.5086572865226728
1.809999999999995e-07,0.5009224394304285
1.819999999999995e-07,0.4926717321738037
1.829999999999995e-07,0.4838536188238562
1.839999999999995e-07,0.4744920530076228
1.849999999999995e-07,0.4646347074066146
1.859999999999995e-07,0.4557184537908756
1.869999999999995e-07,0.4482280187802912
1.879999999999995e-07,0.442326794474295
1.889999999999995e-07,0.4380687520300615
1.899999999999995e-07,0.4354695460112185
1.909999999999995e-07,0.4338639488624344
1.919999999999995e-07,0.4330388793212199
1.929999999999995e-07,0.43293099041213
1.939999999999995e-07,0.4335249379942125
1.949999999999995e-07,0.4348191274801747
1.959999999999995e-07,0.4374210487721923
1.969999999999995e-07,0.4415186240966137
1.979999999999995e-07,0.4471566448879973
1.989999999999995e-07,0.4543297028530585
1.999999999999995e-07,0.4630134483166179
2.009999999999995e-07,0.4715785763177879
2.019999999999995e-07,0.4794902449777346
2.029999999999994e-07,0.4865786495567712
2.039999999999994e-07,0.4927939159938104
2.049999999999994e-07,0.498123822442139
2.059999999999994e-07,0.5035170752562904
2.069999999999994e-07,0.5092687454401913
2.079999999999994e-07,0.5154525194719703
2.089999999999994e-07,0.5220661619148977
2.099999999999994e-07,0.5290805780130617
