Current_1 X,Current_1 Y
0,1.439337269705e-12
0.01,1.870093968685131e-12
0.02,2.450554140162386e-12
0.03,3.232722914170878e-12
0.04,4.286659202944225e-12
0.05,5.706736390246998e-12
0.06,7.620070339653992e-12
0.07000000000000001,1.019786285434008e-11
0.08,1.367066575826826e-11
0.09,1.834891540135724e-11
0.09999999999999999,2.465054907344252e-11
0.11,3.313813265116256e-11
0.12,4.456875459339228e-11
0.13,5.996104195774883e-11
0.14,8.068478822704934e-11
0.15,1.08581640863955e-10
0.16,1.461269780493869e-10
0.17,1.966462163318908e-10
0.18,2.646043254006063e-10
0.19,3.559925832268327e-10
0.2,4.788444495587603e-10
0.21,6.439224390459571e-10
0.2200000000000001,8.656307635029158e-10
0.2300000000000001,1.163224974305684e-09
0.2400000000000001,1.562410641013316e-09
0.2500000000000001,2.097449061732782e-09
0.2600000000000001,2.813919884951686e-09
0.2700000000000001,3.772328925879289e-09
0.2800000000000001,5.052794592804815e-09
0.2900000000000001,6.761097732836953e-09
0.3000000000000001,9.036435836362162e-09
0.3100000000000001,1.20612803792051e-08
0.3200000000000001,1.607379064987001e-08
0.3300000000000001,2.138328138887245e-08
0.3400000000000001,2.838926505876055e-08
0.3500000000000001,3.760457991927656e-08
0.3600000000000002,4.968305645267454e-08
0.3700000000000002,6.545204642192533e-08
0.3800000000000002,8.594991151367357e-08
0.3900000000000002,1.124681967943915e-07
0.4000000000000002,1.465976289170606e-07
0.4100000000000002,1.902761872983971e-07
0.4200000000000002,2.458362082673092e-07
0.4300000000000002,3.160457845832576e-07
0.4400000000000002,4.041378057861888e-07
0.4500000000000002,5.138183685430976e-07
0.4600000000000002,6.492458264947171e-07
0.4700000000000003,8.149733804926519e-07
0.4800000000000003,1.015852305202965e-06
0.4900000000000003,1.256899105530507e-06
0.5000000000000002,1.543136365409666e-06
0.5100000000000002,1.879421530914969e-06
0.5200000000000002,2.270278775109701e-06
0.5300000000000002,2.719746523190102e-06
0.5400000000000003,3.231248971876867e-06
0.5500000000000003,3.807496397269769e-06
0.5600000000000003,4.450417615031936e-06
0.5700000000000003,5.161128126541018e-06
0.5800000000000003,5.939937232721383e-06
0.5900000000000003,6.786394774380847e-06
0.6000000000000003,7.699372967197701e-06
0.6100000000000003,8.677173003647547e-06
0.6200000000000003,9.71764249214185e-06
0.6300000000000003,1.081829005059042e-05
0.6400000000000003,1.19763870039637e-05
0.6500000000000004,1.318905121427033e-05
0.6600000000000004,1.445331259058295e-05
0.6700000000000004,1.576616268994037e-05
0.6800000000000004,1.712459194736169e-05
0.6900000000000004,1.852561797171469e-05
0.7000000000000004,1.996630763501625e-05
0.7100000000000004,2.144379483557962e-05
0.7200000000000004,2.295529508703007e-05
0.7300000000000004,2.449811756541897e-05
0.7400000000000004,2.606967492915657e-05
0.7500000000000004,2.766749106496057e-05
0.7600000000000005,2.928920685443803e-05
0.7700000000000005,3.093258405562128e-05
0.7800000000000005,3.259550741979156e-05
0.7900000000000005,3.427598519607105e-05
0.8000000000000005,3.597214820347451e-05
0.8100000000000005,3.768224766754532e-05
0.8200000000000005,3.940465202534424e-05
0.8300000000000005,4.11378428995315e-05
0.8400000000000005,4.288041043161395e-05
0.8500000000000005,4.463104814841742e-05
0.8600000000000005,4.638854751659192e-05
0.8700000000000006,4.815179231924351e-05
0.8800000000000006,4.991975296797369e-05
0.8900000000000006,5.169148084367023e-05
0.9000000000000006,5.346610274097447e-05
0.9100000000000006,5.524281547482013e-05
0.9200000000000006,5.702088069295057e-05
0.9300000000000006,5.879961992590049e-05
0.9400000000000006,6.057840989547156e-05
0.9500000000000006,6.235667809410297e-05
0.9600000000000006,6.413389864053577e-05
0.9700000000000006,6.590958841161443e-05
