Point,Corner,mc_iteration,Pass/Fail,Vo
2.137e3,LOCAL,2.137e3,,1.652
2.138e3,LOCAL,2.138e3,,1.65
2.139e3,LOCAL,2.139e3,,1.648
2.14e3,LOCAL,2.14e3,,1.654
2.141e3,LOCAL,2.141e3,,1.648
2.142e3,LOCAL,2.142e3,,1.648
2.143e3,LOCAL,2.143e3,,1.65
2.144e3,LOCAL,2.144e3,,1.653
2.145e3,LOCAL,2.145e3,,1.65
2.146e3,LOCAL,2.146e3,,1.648
2.147e3,LOCAL,2.147e3,,1.652
2.148e3,LOCAL,2.148e3,,1.658
2.149e3,LOCAL,2.149e3,,1.651
2.15e3,LOCAL,2.15e3,,1.648
2.151e3,LOCAL,2.151e3,,1.643
2.152e3,LOCAL,2.152e3,,1.649
2.153e3,LOCAL,2.153e3,,1.658
2.154e3,LOCAL,2.154e3,,1.658
2.155e3,LOCAL,2.155e3,,1.645
2.156e3,LOCAL,2.156e3,,1.651
2.157e3,LOCAL,2.157e3,,1.647
2.158e3,LOCAL,2.158e3,,1.648
2.159e3,LOCAL,2.159e3,,1.652
2.16e3,LOCAL,2.16e3,,1.651
2.161e3,LOCAL,2.161e3,,1.646
2.162e3,LOCAL,2.162e3,,1.647
2.163e3,LOCAL,2.163e3,,1.648
2.164e3,LOCAL,2.164e3,,1.653
2.165e3,LOCAL,2.165e3,,1.652
2.166e3,LOCAL,2.166e3,,1.652
2.167e3,LOCAL,2.167e3,,1.652
2.168e3,LOCAL,2.168e3,,1.645
2.169e3,LOCAL,2.169e3,,1.651
2.17e3,LOCAL,2.17e3,,1.651
2.171e3,LOCAL,2.171e3,,1.652
2.172e3,LOCAL,2.172e3,,1.649
2.173e3,LOCAL,2.173e3,,1.652
2.174e3,LOCAL,2.174e3,,1.648
2.175e3,LOCAL,2.175e3,,1.65
2.176e3,LOCAL,2.176e3,,1.653
2.177e3,LOCAL,2.177e3,,1.649
2.178e3,LOCAL,2.178e3,,1.648
2.179e3,LOCAL,2.179e3,,1.654
2.18e3,LOCAL,2.18e3,,1.649
2.181e3,LOCAL,2.181e3,,1.651
2.182e3,LOCAL,2.182e3,,1.649
2.183e3,LOCAL,2.183e3,,1.652
2.184e3,LOCAL,2.184e3,,1.651
2.185e3,LOCAL,2.185e3,,1.656
2.186e3,LOCAL,2.186e3,,1.653
2.187e3,LOCAL,2.187e3,,1.649
2.188e3,LOCAL,2.188e3,,1.651
2.189e3,LOCAL,2.189e3,,1.648
2.19e3,LOCAL,2.19e3,,1.652
2.191e3,LOCAL,2.191e3,,1.648
2.192e3,LOCAL,2.192e3,,1.651
2.193e3,LOCAL,2.193e3,,1.648
2.194e3,LOCAL,2.194e3,,1.649
2.195e3,LOCAL,2.195e3,,1.646
2.196e3,LOCAL,2.196e3,,1.656
2.197e3,LOCAL,2.197e3,,1.648
2.198e3,LOCAL,2.198e3,,1.647
2.199e3,LOCAL,2.199e3,,1.646
2.2e3,LOCAL,2.2e3,,1.649
2.201e3,LOCAL,2.201e3,,1.651
2.202e3,LOCAL,2.202e3,,1.649
2.203e3,LOCAL,2.203e3,,1.648
2.204e3,LOCAL,2.204e3,,1.64
2.205e3,LOCAL,2.205e3,,1.649
2.206e3,LOCAL,2.206e3,,1.648
2.207e3,LOCAL,2.207e3,,1.648
2.208e3,LOCAL,2.208e3,,1.654
2.209e3,LOCAL,2.209e3,,1.654
2.21e3,LOCAL,2.21e3,,1.651
2.211e3,LOCAL,2.211e3,,1.648
2.212e3,LOCAL,2.212e3,,1.647
2.213e3,LOCAL,2.213e3,,1.651
2.214e3,LOCAL,2.214e3,,1.648
2.215e3,LOCAL,2.215e3,,1.653
2.216e3,LOCAL,2.216e3,,1.651
2.217e3,LOCAL,2.217e3,,1.649
2.218e3,LOCAL,2.218e3,,1.652
2.219e3,LOCAL,2.219e3,,1.652
2.22e3,LOCAL,2.22e3,,1.648
2.221e3,LOCAL,2.221e3,,1.653
2.222e3,LOCAL,2.222e3,,1.652
2.223e3,LOCAL,2.223e3,,1.653
2.224e3,LOCAL,2.224e3,,1.649
2.225e3,LOCAL,2.225e3,,1.655
2.226e3,LOCAL,2.226e3,,1.649
2.227e3,LOCAL,2.227e3,,1.649
2.228e3,LOCAL,2.228e3,,1.656
2.229e3,LOCAL,2.229e3,,1.653
2.23e3,LOCAL,2.23e3,,1.654
2.231e3,LOCAL,2.231e3,,1.649
2.232e3,LOCAL,2.232e3,,1.648
2.233e3,LOCAL,2.233e3,,1.646
2.234e3,LOCAL,2.234e3,,1.654
2.235e3,LOCAL,2.235e3,,1.648
2.236e3,LOCAL,2.236e3,,1.65
2.237e3,LOCAL,2.237e3,,1.652
2.238e3,LOCAL,2.238e3,,1.646
2.239e3,LOCAL,2.239e3,,1.655
2.24e3,LOCAL,2.24e3,,1.648
2.241e3,LOCAL,2.241e3,,1.65
2.242e3,LOCAL,2.242e3,,1.653
2.243e3,LOCAL,2.243e3,,1.655
2.244e3,LOCAL,2.244e3,,1.647
2.245e3,LOCAL,2.245e3,,1.653
2.246e3,LOCAL,2.246e3,,1.646
2.247e3,LOCAL,2.247e3,,1.65
2.248e3,LOCAL,2.248e3,,1.651
2.249e3,LOCAL,2.249e3,,1.645
2.25e3,LOCAL,2.25e3,,1.652
2.251e3,LOCAL,2.251e3,,1.649
2.252e3,LOCAL,2.252e3,,1.652
2.253e3,LOCAL,2.253e3,,1.65
2.254e3,LOCAL,2.254e3,,1.646
2.255e3,LOCAL,2.255e3,,1.653
2.256e3,LOCAL,2.256e3,,1.649
2.257e3,LOCAL,2.257e3,,1.647
2.258e3,LOCAL,2.258e3,,1.653
2.259e3,LOCAL,2.259e3,,1.651
2.26e3,LOCAL,2.26e3,,1.654
2.261e3,LOCAL,2.261e3,,1.647
2.262e3,LOCAL,2.262e3,,1.651
2.263e3,LOCAL,2.263e3,,1.651
2.264e3,LOCAL,2.264e3,,1.645
2.265e3,LOCAL,2.265e3,,1.648
2.266e3,LOCAL,2.266e3,,1.652
2.267e3,LOCAL,2.267e3,,1.649
2.268e3,LOCAL,2.268e3,,1.648
2.269e3,LOCAL,2.269e3,,1.651
2.27e3,LOCAL,2.27e3,,1.65
2.271e3,LOCAL,2.271e3,,1.649
2.272e3,LOCAL,2.272e3,,1.647
2.273e3,LOCAL,2.273e3,,1.649
2.274e3,LOCAL,2.274e3,,1.651
2.275e3,LOCAL,2.275e3,,1.649
2.276e3,LOCAL,2.276e3,,1.645
2.277e3,LOCAL,2.277e3,,1.651
2.278e3,LOCAL,2.278e3,,1.648
2.279e3,LOCAL,2.279e3,,1.651
2.28e3,LOCAL,2.28e3,,1.649
2.281e3,LOCAL,2.281e3,,1.648
2.282e3,LOCAL,2.282e3,,1.651
2.283e3,LOCAL,2.283e3,,1.653
2.284e3,LOCAL,2.284e3,,1.651
2.285e3,LOCAL,2.285e3,,1.644
2.286e3,LOCAL,2.286e3,,1.652
2.287e3,LOCAL,2.287e3,,1.652
2.288e3,LOCAL,2.288e3,,1.648
2.289e3,LOCAL,2.289e3,,1.647
2.29e3,LOCAL,2.29e3,,1.65
2.291e3,LOCAL,2.291e3,,1.652
2.292e3,LOCAL,2.292e3,,1.648
2.293e3,LOCAL,2.293e3,,1.648
2.294e3,LOCAL,2.294e3,,1.642
2.295e3,LOCAL,2.295e3,,1.651
2.296e3,LOCAL,2.296e3,,1.649
2.297e3,LOCAL,2.297e3,,1.65
2.298e3,LOCAL,2.298e3,,1.648
2.299e3,LOCAL,2.299e3,,1.647
2.3e3,LOCAL,2.3e3,,1.647
2.301e3,LOCAL,2.301e3,,1.649
2.302e3,LOCAL,2.302e3,,1.648
2.303e3,LOCAL,2.303e3,,1.654
2.304e3,LOCAL,2.304e3,,1.647
2.305e3,LOCAL,2.305e3,,1.651
2.306e3,LOCAL,2.306e3,,1.651
2.307e3,LOCAL,2.307e3,,1.654
2.308e3,LOCAL,2.308e3,,1.654
2.309e3,LOCAL,2.309e3,,1.648
2.31e3,LOCAL,2.31e3,,1.653
2.311e3,LOCAL,2.311e3,,1.649
2.312e3,LOCAL,2.312e3,,1.651
2.313e3,LOCAL,2.313e3,,1.655
2.314e3,LOCAL,2.314e3,,1.655
2.315e3,LOCAL,2.315e3,,1.651
2.316e3,LOCAL,2.316e3,,1.652
2.317e3,LOCAL,2.317e3,,1.651
2.318e3,LOCAL,2.318e3,,1.652
2.319e3,LOCAL,2.319e3,,1.647
2.32e3,LOCAL,2.32e3,,1.649
2.321e3,LOCAL,2.321e3,,1.652
2.322e3,LOCAL,2.322e3,,1.649
2.323e3,LOCAL,2.323e3,,1.653
2.324e3,LOCAL,2.324e3,,1.645
2.325e3,LOCAL,2.325e3,,1.653
2.326e3,LOCAL,2.326e3,,1.647
2.327e3,LOCAL,2.327e3,,1.654
2.328e3,LOCAL,2.328e3,,1.652
2.329e3,LOCAL,2.329e3,,1.653
2.33e3,LOCAL,2.33e3,,1.649
2.331e3,LOCAL,2.331e3,,1.65
2.332e3,LOCAL,2.332e3,,1.647
2.333e3,LOCAL,2.333e3,,1.649
2.334e3,LOCAL,2.334e3,,1.653
2.335e3,LOCAL,2.335e3,,1.649
2.336e3,LOCAL,2.336e3,,1.655
2.337e3,LOCAL,2.337e3,,1.653
2.338e3,LOCAL,2.338e3,,1.65
2.339e3,LOCAL,2.339e3,,1.652
2.34e3,LOCAL,2.34e3,,1.646
2.341e3,LOCAL,2.341e3,,1.651
2.342e3,LOCAL,2.342e3,,1.652
2.343e3,LOCAL,2.343e3,,1.65
2.344e3,LOCAL,2.344e3,,1.653
2.345e3,LOCAL,2.345e3,,1.654
2.346e3,LOCAL,2.346e3,,1.649
2.347e3,LOCAL,2.347e3,,1.652
2.348e3,LOCAL,2.348e3,,1.652
2.349e3,LOCAL,2.349e3,,1.648
2.35e3,LOCAL,2.35e3,,1.651
2.351e3,LOCAL,2.351e3,,1.65
2.352e3,LOCAL,2.352e3,,1.651
2.353e3,LOCAL,2.353e3,,1.652
2.354e3,LOCAL,2.354e3,,1.649
2.355e3,LOCAL,2.355e3,,1.649
2.356e3,LOCAL,2.356e3,,1.65
2.357e3,LOCAL,2.357e3,,1.648
2.358e3,LOCAL,2.358e3,,1.648
2.359e3,LOCAL,2.359e3,,1.65
2.36e3,LOCAL,2.36e3,,1.652
2.361e3,LOCAL,2.361e3,,1.648
2.362e3,LOCAL,2.362e3,,1.651
2.363e3,LOCAL,2.363e3,,1.65
2.364e3,LOCAL,2.364e3,,1.653
2.365e3,LOCAL,2.365e3,,1.652
2.366e3,LOCAL,2.366e3,,1.655
2.367e3,LOCAL,2.367e3,,1.651
2.368e3,LOCAL,2.368e3,,1.645
2.369e3,LOCAL,2.369e3,,1.648
2.37e3,LOCAL,2.37e3,,1.648
2.371e3,LOCAL,2.371e3,,1.648
2.372e3,LOCAL,2.372e3,,1.648
2.373e3,LOCAL,2.373e3,,1.645
2.374e3,LOCAL,2.374e3,,1.65
2.375e3,LOCAL,2.375e3,,1.653
2.376e3,LOCAL,2.376e3,,1.651
2.377e3,LOCAL,2.377e3,,1.651
2.378e3,LOCAL,2.378e3,,1.652
2.379e3,LOCAL,2.379e3,,1.652
2.38e3,LOCAL,2.38e3,,1.648
2.381e3,LOCAL,2.381e3,,1.651
2.382e3,LOCAL,2.382e3,,1.649
2.383e3,LOCAL,2.383e3,,1.651
2.384e3,LOCAL,2.384e3,,1.651
2.385e3,LOCAL,2.385e3,,1.65
2.386e3,LOCAL,2.386e3,,1.648
2.387e3,LOCAL,2.387e3,,1.655
2.388e3,LOCAL,2.388e3,,1.647
2.389e3,LOCAL,2.389e3,,1.648
2.39e3,LOCAL,2.39e3,,1.644
2.391e3,LOCAL,2.391e3,,1.652
2.392e3,LOCAL,2.392e3,,1.657
2.393e3,LOCAL,2.393e3,,1.65
2.394e3,LOCAL,2.394e3,,1.646
2.395e3,LOCAL,2.395e3,,1.649
2.396e3,LOCAL,2.396e3,,1.648
2.397e3,LOCAL,2.397e3,,1.647
2.398e3,LOCAL,2.398e3,,1.648
2.399e3,LOCAL,2.399e3,,1.651
2.4e3,LOCAL,2.4e3,,1.651
2.401e3,LOCAL,2.401e3,,1.649
2.402e3,LOCAL,2.402e3,,1.651
2.403e3,LOCAL,2.403e3,,1.657
2.404e3,LOCAL,2.404e3,,1.649
2.405e3,LOCAL,2.405e3,,1.647
2.406e3,LOCAL,2.406e3,,1.651
2.407e3,LOCAL,2.407e3,,1.652
2.408e3,LOCAL,2.408e3,,1.65
2.409e3,LOCAL,2.409e3,,1.648
2.41e3,LOCAL,2.41e3,,1.653
2.411e3,LOCAL,2.411e3,,1.646
2.412e3,LOCAL,2.412e3,,1.649
2.413e3,LOCAL,2.413e3,,1.647
2.414e3,LOCAL,2.414e3,,1.65
2.415e3,LOCAL,2.415e3,,1.646
2.416e3,LOCAL,2.416e3,,1.653
2.417e3,LOCAL,2.417e3,,1.653
2.418e3,LOCAL,2.418e3,,1.651
2.419e3,LOCAL,2.419e3,,1.651
2.42e3,LOCAL,2.42e3,,1.647
2.421e3,LOCAL,2.421e3,,1.651
2.422e3,LOCAL,2.422e3,,1.654
2.423e3,LOCAL,2.423e3,,1.654
2.424e3,LOCAL,2.424e3,,1.649
2.425e3,LOCAL,2.425e3,,1.643
2.426e3,LOCAL,2.426e3,,1.654
2.427e3,LOCAL,2.427e3,,1.647
2.428e3,LOCAL,2.428e3,,1.65
2.429e3,LOCAL,2.429e3,,1.651
2.43e3,LOCAL,2.43e3,,1.65
2.431e3,LOCAL,2.431e3,,1.65
2.432e3,LOCAL,2.432e3,,1.646
2.433e3,LOCAL,2.433e3,,1.65
2.434e3,LOCAL,2.434e3,,1.652
2.435e3,LOCAL,2.435e3,,1.649
2.436e3,LOCAL,2.436e3,,1.648
2.437e3,LOCAL,2.437e3,,1.651
2.438e3,LOCAL,2.438e3,,1.651
2.439e3,LOCAL,2.439e3,,1.653
2.44e3,LOCAL,2.44e3,,1.651
2.441e3,LOCAL,2.441e3,,1.65
2.442e3,LOCAL,2.442e3,,1.654
2.443e3,LOCAL,2.443e3,,1.648
2.444e3,LOCAL,2.444e3,,1.644
2.445e3,LOCAL,2.445e3,,1.651
2.446e3,LOCAL,2.446e3,,1.647
2.447e3,LOCAL,2.447e3,,1.649
2.448e3,LOCAL,2.448e3,,1.652
2.449e3,LOCAL,2.449e3,,1.651
2.45e3,LOCAL,2.45e3,,1.648
2.451e3,LOCAL,2.451e3,,1.653
2.452e3,LOCAL,2.452e3,,1.649
2.453e3,LOCAL,2.453e3,,1.648
2.454e3,LOCAL,2.454e3,,1.652
2.455e3,LOCAL,2.455e3,,1.651
2.456e3,LOCAL,2.456e3,,1.653
2.457e3,LOCAL,2.457e3,,1.652
2.458e3,LOCAL,2.458e3,,1.647
2.459e3,LOCAL,2.459e3,,1.647
2.46e3,LOCAL,2.46e3,,1.651
2.461e3,LOCAL,2.461e3,,1.656
2.462e3,LOCAL,2.462e3,,1.646
2.463e3,LOCAL,2.463e3,,1.652
2.464e3,LOCAL,2.464e3,,1.656
2.465e3,LOCAL,2.465e3,,1.648
2.466e3,LOCAL,2.466e3,,1.654
2.467e3,LOCAL,2.467e3,,1.646
2.468e3,LOCAL,2.468e3,,1.648
2.469e3,LOCAL,2.469e3,,1.649
2.47e3,LOCAL,2.47e3,,1.652
2.471e3,LOCAL,2.471e3,,1.645
2.472e3,LOCAL,2.472e3,,1.652
2.473e3,LOCAL,2.473e3,,1.654
2.474e3,LOCAL,2.474e3,,1.657
2.475e3,LOCAL,2.475e3,,1.649
2.476e3,LOCAL,2.476e3,,1.651
2.477e3,LOCAL,2.477e3,,1.646
2.478e3,LOCAL,2.478e3,,1.645
2.479e3,LOCAL,2.479e3,,1.648
2.48e3,LOCAL,2.48e3,,1.648
2.481e3,LOCAL,2.481e3,,1.651
2.482e3,LOCAL,2.482e3,,1.649
2.483e3,LOCAL,2.483e3,,1.647
2.484e3,LOCAL,2.484e3,,1.653
2.485e3,LOCAL,2.485e3,,1.646
2.486e3,LOCAL,2.486e3,,1.651
2.487e3,LOCAL,2.487e3,,1.652
2.488e3,LOCAL,2.488e3,,1.652
2.489e3,LOCAL,2.489e3,,1.654
2.49e3,LOCAL,2.49e3,,1.649
2.491e3,LOCAL,2.491e3,,1.645
2.492e3,LOCAL,2.492e3,,1.648
2.493e3,LOCAL,2.493e3,,1.649
2.494e3,LOCAL,2.494e3,,1.651
2.495e3,LOCAL,2.495e3,,1.654
2.496e3,LOCAL,2.496e3,,1.65
2.497e3,LOCAL,2.497e3,,1.647
2.498e3,LOCAL,2.498e3,,1.652
2.499e3,LOCAL,2.499e3,,1.652
2.5e3,LOCAL,2.5e3,,1.647
2.501e3,LOCAL,2.501e3,,1.651
2.502e3,LOCAL,2.502e3,,1.649
2.503e3,LOCAL,2.503e3,,1.653
2.504e3,LOCAL,2.504e3,,1.654
2.505e3,LOCAL,2.505e3,,1.646
2.506e3,LOCAL,2.506e3,,1.653
2.507e3,LOCAL,2.507e3,,1.655
2.508e3,LOCAL,2.508e3,,1.649
2.509e3,LOCAL,2.509e3,,1.646
2.51e3,LOCAL,2.51e3,,1.65
2.511e3,LOCAL,2.511e3,,1.652
2.512e3,LOCAL,2.512e3,,1.649
2.513e3,LOCAL,2.513e3,,1.649
2.514e3,LOCAL,2.514e3,,1.65
2.515e3,LOCAL,2.515e3,,1.651
2.516e3,LOCAL,2.516e3,,1.654
2.517e3,LOCAL,2.517e3,,1.646
2.518e3,LOCAL,2.518e3,,1.647
2.519e3,LOCAL,2.519e3,,1.653
2.52e3,LOCAL,2.52e3,,1.652
2.521e3,LOCAL,2.521e3,,1.646
2.522e3,LOCAL,2.522e3,,1.65
2.523e3,LOCAL,2.523e3,,1.648
2.524e3,LOCAL,2.524e3,,1.65
2.525e3,LOCAL,2.525e3,,1.654
2.526e3,LOCAL,2.526e3,,1.649
2.527e3,LOCAL,2.527e3,,1.652
2.528e3,LOCAL,2.528e3,,1.652
2.529e3,LOCAL,2.529e3,,1.649
2.53e3,LOCAL,2.53e3,,1.648
2.531e3,LOCAL,2.531e3,,1.649
2.532e3,LOCAL,2.532e3,,1.655
2.533e3,LOCAL,2.533e3,,1.649
2.534e3,LOCAL,2.534e3,,1.646
2.535e3,LOCAL,2.535e3,,1.655
2.536e3,LOCAL,2.536e3,,1.652
2.537e3,LOCAL,2.537e3,,1.652
2.538e3,LOCAL,2.538e3,,1.65
2.539e3,LOCAL,2.539e3,,1.652
2.54e3,LOCAL,2.54e3,,1.646
2.541e3,LOCAL,2.541e3,,1.648
2.542e3,LOCAL,2.542e3,,1.652
2.543e3,LOCAL,2.543e3,,1.647
2.544e3,LOCAL,2.544e3,,1.649
2.545e3,LOCAL,2.545e3,,1.652
2.546e3,LOCAL,2.546e3,,1.65
2.547e3,LOCAL,2.547e3,,1.648
2.548e3,LOCAL,2.548e3,,1.65
2.549e3,LOCAL,2.549e3,,1.649
2.55e3,LOCAL,2.55e3,,1.649
2.551e3,LOCAL,2.551e3,,1.652
2.552e3,LOCAL,2.552e3,,1.65
2.553e3,LOCAL,2.553e3,,1.646
2.554e3,LOCAL,2.554e3,,1.649
2.555e3,LOCAL,2.555e3,,1.653
2.556e3,LOCAL,2.556e3,,1.645
2.557e3,LOCAL,2.557e3,,1.647
2.558e3,LOCAL,2.558e3,,1.649
2.559e3,LOCAL,2.559e3,,1.651
2.56e3,LOCAL,2.56e3,,1.653
2.561e3,LOCAL,2.561e3,,1.654
2.562e3,LOCAL,2.562e3,,1.652
2.563e3,LOCAL,2.563e3,,1.647
2.564e3,LOCAL,2.564e3,,1.65
2.565e3,LOCAL,2.565e3,,1.648
2.566e3,LOCAL,2.566e3,,1.65
2.567e3,LOCAL,2.567e3,,1.652
2.568e3,LOCAL,2.568e3,,1.651
2.569e3,LOCAL,2.569e3,,1.65
2.57e3,LOCAL,2.57e3,,1.652
2.571e3,LOCAL,2.571e3,,1.644
2.572e3,LOCAL,2.572e3,,1.654
2.573e3,LOCAL,2.573e3,,1.651
2.574e3,LOCAL,2.574e3,,1.643
2.575e3,LOCAL,2.575e3,,1.654
2.576e3,LOCAL,2.576e3,,1.65
2.577e3,LOCAL,2.577e3,,1.65
2.578e3,LOCAL,2.578e3,,1.652
2.579e3,LOCAL,2.579e3,,1.645
2.58e3,LOCAL,2.58e3,,1.654
2.581e3,LOCAL,2.581e3,,1.645
2.582e3,LOCAL,2.582e3,,1.658
2.583e3,LOCAL,2.583e3,,1.655
2.584e3,LOCAL,2.584e3,,1.654
2.585e3,LOCAL,2.585e3,,1.65
2.586e3,LOCAL,2.586e3,,1.651
2.587e3,LOCAL,2.587e3,,1.65
2.588e3,LOCAL,2.588e3,,1.644
2.589e3,LOCAL,2.589e3,,1.653
2.59e3,LOCAL,2.59e3,,1.651
2.591e3,LOCAL,2.591e3,,1.652
2.592e3,LOCAL,2.592e3,,1.655
2.593e3,LOCAL,2.593e3,,1.646
2.594e3,LOCAL,2.594e3,,1.652
2.595e3,LOCAL,2.595e3,,1.648
2.596e3,LOCAL,2.596e3,,1.652
2.597e3,LOCAL,2.597e3,,1.649
2.598e3,LOCAL,2.598e3,,1.646
2.599e3,LOCAL,2.599e3,,1.648
2.6e3,LOCAL,2.6e3,,1.645
2.601e3,LOCAL,2.601e3,,1.657
2.602e3,LOCAL,2.602e3,,1.652
2.603e3,LOCAL,2.603e3,,1.648
2.604e3,LOCAL,2.604e3,,1.651
2.605e3,LOCAL,2.605e3,,1.645
2.606e3,LOCAL,2.606e3,,1.649
2.607e3,LOCAL,2.607e3,,1.646
2.608e3,LOCAL,2.608e3,,1.649
2.609e3,LOCAL,2.609e3,,1.647
2.61e3,LOCAL,2.61e3,,1.652
2.611e3,LOCAL,2.611e3,,1.652
2.612e3,LOCAL,2.612e3,,1.651
2.613e3,LOCAL,2.613e3,,1.644
2.614e3,LOCAL,2.614e3,,1.647
2.615e3,LOCAL,2.615e3,,1.651
2.616e3,LOCAL,2.616e3,,1.652
2.617e3,LOCAL,2.617e3,,1.65
2.618e3,LOCAL,2.618e3,,1.648
2.619e3,LOCAL,2.619e3,,1.644
2.62e3,LOCAL,2.62e3,,1.65
2.621e3,LOCAL,2.621e3,,1.652
2.622e3,LOCAL,2.622e3,,1.65
2.623e3,LOCAL,2.623e3,,1.65
2.624e3,LOCAL,2.624e3,,1.65
2.625e3,LOCAL,2.625e3,,1.65
2.626e3,LOCAL,2.626e3,,1.647
2.627e3,LOCAL,2.627e3,,1.653
2.628e3,LOCAL,2.628e3,,1.651
2.629e3,LOCAL,2.629e3,,1.649
2.63e3,LOCAL,2.63e3,,1.649
2.631e3,LOCAL,2.631e3,,1.646
2.632e3,LOCAL,2.632e3,,1.646
2.633e3,LOCAL,2.633e3,,1.644
2.634e3,LOCAL,2.634e3,,1.653
2.635e3,LOCAL,2.635e3,,1.651
2.636e3,LOCAL,2.636e3,,1.652
2.637e3,LOCAL,2.637e3,,1.651
2.638e3,LOCAL,2.638e3,,1.651
2.639e3,LOCAL,2.639e3,,1.648
2.64e3,LOCAL,2.64e3,,1.648
2.641e3,LOCAL,2.641e3,,1.653
2.642e3,LOCAL,2.642e3,,1.655
2.643e3,LOCAL,2.643e3,,1.653
2.644e3,LOCAL,2.644e3,,1.651
2.645e3,LOCAL,2.645e3,,1.653
2.646e3,LOCAL,2.646e3,,1.651
2.647e3,LOCAL,2.647e3,,1.651
2.648e3,LOCAL,2.648e3,,1.651
2.649e3,LOCAL,2.649e3,,1.651
2.65e3,LOCAL,2.65e3,,1.65
2.651e3,LOCAL,2.651e3,,1.654
2.652e3,LOCAL,2.652e3,,1.65
2.653e3,LOCAL,2.653e3,,1.651
2.654e3,LOCAL,2.654e3,,1.649
2.655e3,LOCAL,2.655e3,,1.649
2.656e3,LOCAL,2.656e3,,1.652
2.657e3,LOCAL,2.657e3,,1.644
2.658e3,LOCAL,2.658e3,,1.648
2.659e3,LOCAL,2.659e3,,1.644
2.66e3,LOCAL,2.66e3,,1.648
2.661e3,LOCAL,2.661e3,,1.65
2.662e3,LOCAL,2.662e3,,1.649
2.663e3,LOCAL,2.663e3,,1.653
2.664e3,LOCAL,2.664e3,,1.645
2.665e3,LOCAL,2.665e3,,1.65
2.666e3,LOCAL,2.666e3,,1.649
2.667e3,LOCAL,2.667e3,,1.65
2.668e3,LOCAL,2.668e3,,1.647
2.669e3,LOCAL,2.669e3,,1.651
2.67e3,LOCAL,2.67e3,,1.646
2.671e3,LOCAL,2.671e3,,1.647
2.672e3,LOCAL,2.672e3,,1.65
2.673e3,LOCAL,2.673e3,,1.644
2.674e3,LOCAL,2.674e3,,1.649
2.675e3,LOCAL,2.675e3,,1.65
2.676e3,LOCAL,2.676e3,,1.654
2.677e3,LOCAL,2.677e3,,1.652
2.678e3,LOCAL,2.678e3,,1.645
2.679e3,LOCAL,2.679e3,,1.653
2.68e3,LOCAL,2.68e3,,1.648
2.681e3,LOCAL,2.681e3,,1.652
2.682e3,LOCAL,2.682e3,,1.65
2.683e3,LOCAL,2.683e3,,1.654
2.684e3,LOCAL,2.684e3,,1.65
2.685e3,LOCAL,2.685e3,,1.655
2.686e3,LOCAL,2.686e3,,1.65
2.687e3,LOCAL,2.687e3,,1.649
2.688e3,LOCAL,2.688e3,,1.652
2.689e3,LOCAL,2.689e3,,1.648
2.69e3,LOCAL,2.69e3,,1.651
2.691e3,LOCAL,2.691e3,,1.648
2.692e3,LOCAL,2.692e3,,1.652
2.693e3,LOCAL,2.693e3,,1.646
2.694e3,LOCAL,2.694e3,,1.646
2.695e3,LOCAL,2.695e3,,1.65
2.696e3,LOCAL,2.696e3,,1.655
2.697e3,LOCAL,2.697e3,,1.65
2.698e3,LOCAL,2.698e3,,1.652
2.699e3,LOCAL,2.699e3,,1.652
2.7e3,LOCAL,2.7e3,,1.647
2.701e3,LOCAL,2.701e3,,1.655
2.702e3,LOCAL,2.702e3,,1.645
2.703e3,LOCAL,2.703e3,,1.649
2.704e3,LOCAL,2.704e3,,1.65
2.705e3,LOCAL,2.705e3,,1.656
2.706e3,LOCAL,2.706e3,,1.653
2.707e3,LOCAL,2.707e3,,1.646
2.708e3,LOCAL,2.708e3,,1.652
2.709e3,LOCAL,2.709e3,,1.651
2.71e3,LOCAL,2.71e3,,1.653
2.711e3,LOCAL,2.711e3,,1.647
2.712e3,LOCAL,2.712e3,,1.648
2.713e3,LOCAL,2.713e3,,1.65
2.714e3,LOCAL,2.714e3,,1.651
2.715e3,LOCAL,2.715e3,,1.65
2.716e3,LOCAL,2.716e3,,1.653
2.717e3,LOCAL,2.717e3,,1.657
2.718e3,LOCAL,2.718e3,,1.649
2.719e3,LOCAL,2.719e3,,1.649
2.72e3,LOCAL,2.72e3,,1.652
2.721e3,LOCAL,2.721e3,,1.649
2.722e3,LOCAL,2.722e3,,1.653
2.723e3,LOCAL,2.723e3,,1.647
2.724e3,LOCAL,2.724e3,,1.646
2.725e3,LOCAL,2.725e3,,1.652
2.726e3,LOCAL,2.726e3,,1.653
2.727e3,LOCAL,2.727e3,,1.654
2.728e3,LOCAL,2.728e3,,1.651
2.729e3,LOCAL,2.729e3,,1.655
2.73e3,LOCAL,2.73e3,,1.648
2.731e3,LOCAL,2.731e3,,1.651
2.732e3,LOCAL,2.732e3,,1.649
2.733e3,LOCAL,2.733e3,,1.654
2.734e3,LOCAL,2.734e3,,1.652
2.735e3,LOCAL,2.735e3,,1.648
2.736e3,LOCAL,2.736e3,,1.652
2.737e3,LOCAL,2.737e3,,1.649
2.738e3,LOCAL,2.738e3,,1.647
2.739e3,LOCAL,2.739e3,,1.655
2.74e3,LOCAL,2.74e3,,1.653
2.741e3,LOCAL,2.741e3,,1.647
2.742e3,LOCAL,2.742e3,,1.652
2.743e3,LOCAL,2.743e3,,1.651
