Point,Corner,mc_iteration,Pass/Fail,Vo
311,GLOBAL_LOCAL,311,,770.6e-3
312,GLOBAL_LOCAL,312,,765.8e-3
313,GLOBAL_LOCAL,313,,759.5e-3
314,GLOBAL_LOCAL,314,,764.8e-3
315,GLOBAL_LOCAL,315,,755.9e-3
316,GLOBAL_LOCAL,316,,753.8e-3
317,GLOBAL_LOCAL,317,,793.7e-3
318,GLOBAL_LOCAL,318,,778.6e-3
319,GLOBAL_LOCAL,319,,740.6e-3
320,GLOBAL_LOCAL,320,,764.2e-3
321,GLOBAL_LOCAL,321,,747.8e-3
322,GLOBAL_LOCAL,322,,765e-3
323,GLOBAL_LOCAL,323,,776.9e-3
324,GLOBAL_LOCAL,324,,770.1e-3
325,GLOBAL_LOCAL,325,,764.2e-3
326,GLOBAL_LOCAL,326,,800.2e-3
327,GLOBAL_LOCAL,327,,760.8e-3
328,GLOBAL_LOCAL,328,,796e-3
329,GLOBAL_LOCAL,329,,773.7e-3
330,GLOBAL_LOCAL,330,,771.2e-3
331,GLOBAL_LOCAL,331,,756.4e-3
332,GLOBAL_LOCAL,332,,758.2e-3
333,GLOBAL_LOCAL,333,,781.2e-3
334,GLOBAL_LOCAL,334,,744.7e-3
335,GLOBAL_LOCAL,335,,783.4e-3
336,GLOBAL_LOCAL,336,,768.2e-3
337,GLOBAL_LOCAL,337,,759.6e-3
338,GLOBAL_LOCAL,338,,777.2e-3
339,GLOBAL_LOCAL,339,,762.8e-3
340,GLOBAL_LOCAL,340,,786.5e-3
341,GLOBAL_LOCAL,341,,756.6e-3
342,GLOBAL_LOCAL,342,,781.5e-3
343,GLOBAL_LOCAL,343,,729.4e-3
344,GLOBAL_LOCAL,344,,756.8e-3
345,GLOBAL_LOCAL,345,,799e-3
346,GLOBAL_LOCAL,346,,765.2e-3
347,GLOBAL_LOCAL,347,,759.1e-3
348,GLOBAL_LOCAL,348,,767.5e-3
349,GLOBAL_LOCAL,349,,757e-3
350,GLOBAL_LOCAL,350,,777.4e-3
351,GLOBAL_LOCAL,351,,769.3e-3
352,GLOBAL_LOCAL,352,,758e-3
353,GLOBAL_LOCAL,353,,767.3e-3
354,GLOBAL_LOCAL,354,,804.6e-3
355,GLOBAL_LOCAL,355,,766.1e-3
356,GLOBAL_LOCAL,356,,757.3e-3
357,GLOBAL_LOCAL,357,,749.9e-3
